scientific_name;sharecount;article_cnt;gl_hits;Charisma;Kingdom;Class;Order;Family;Genus;Species;Listing;NativeDistributionFullNames;Extinct_Distribution;common_name
Falco peregrinus;3188.0;42;996000;1;Animalia;Aves;Falconiformes;Falconidae;Falco;peregrinus;I;Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda (United Kingdom),Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands (United Kingdom),Central African Republic,Chad,Chile,China,Christmas Island,Colombia,Comoros,Congo,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Democratic People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana [FR],Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar (United Kingdom),Greece,Greenland,Grenada,Guam,Guatemala,Guernsey (United Kingdom),Guinea,Guinea Bissau,Guyana,Haiti,Honduras,Hong Kong, SAR,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jersey (United Kingdom),Jersey (United Kingdom),Jordan,Kazakhstan,Kenya,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macau,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mayotte,Mexico,Mongolia,Montenegro,Montserrat (United Kingdom),Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Netherlands Antilles,New Caledonia,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Peru,Philippines,Pitcairn Islands (United Kingdom),Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Romania,Russian Federation,Rwanda,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia and South Sandwich Islands (United Kingdom),Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Taiwan, Province of China,Tajikistan,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands (United Kingdom),Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Virgin Islands of the USA,Yemen,Zambia,Zimbabwe;; Peregrine
Falco peregrinus;3188.0;42;996000;1;Animalia;Aves;Falconiformes;Falconidae;Falco;peregrinus;I;Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda (United Kingdom),Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands (United Kingdom),Central African Republic,Chad,Chile,China,Christmas Island,Colombia,Comoros,Congo,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Democratic People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana [FR],Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar (United Kingdom),Greece,Greenland,Grenada,Guam,Guatemala,Guernsey (United Kingdom),Guinea,Guinea Bissau,Guyana,Haiti,Honduras,Hong Kong, SAR,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jersey (United Kingdom),Jersey (United Kingdom),Jordan,Kazakhstan,Kenya,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macau,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mayotte,Mexico,Mongolia,Montenegro,Montserrat (United Kingdom),Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Netherlands Antilles,New Caledonia,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Peru,Philippines,Pitcairn Islands (United Kingdom),Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Romania,Russian Federation,Rwanda,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia and South Sandwich Islands (United Kingdom),Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Taiwan, Province of China,Tajikistan,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands (United Kingdom),Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Virgin Islands of the USA,Yemen,Zambia,Zimbabwe;; Peregrine Falcon
Malacochersus tornieri;3152.0;23;31400;0;Animalia;Reptilia;Testudines;Testudinidae;Malacochersus;tornieri;I;Kenya,United Republic of Tanzania,Zambia;; Pancake Tortoise
Malacochersus tornieri;3152.0;23;31400;0;Animalia;Reptilia;Testudines;Testudinidae;Malacochersus;tornieri;I;Kenya,United Republic of Tanzania,Zambia;; Soft-shelled tortoise
Malacochersus tornieri;3152.0;23;31400;0;Animalia;Reptilia;Testudines;Testudinidae;Malacochersus;tornieri;I;Kenya,United Republic of Tanzania,Zambia;; Softshell Tortoise
Anoxypristis cuspidata;3143.0;24;15300;0;Animalia;Elasmobranchii;Pristiformes;Pristidae;Anoxypristis;cuspidata;I;Australia,Bangladesh,Cambodia,China,Egypt,India,Indonesia,Iran (Islamic Republic of),Iraq,Japan,Oman,Pakistan,Papua New Guinea,Philippines,Singapore,Sri Lanka,Taiwan, Province of China,Viet Nam;;Knifetooth Sawfish
Anoxypristis cuspidata;3143.0;24;15300;0;Animalia;Elasmobranchii;Pristiformes;Pristidae;Anoxypristis;cuspidata;I;Australia,Bangladesh,Cambodia,China,Egypt,India,Indonesia,Iran (Islamic Republic of),Iraq,Japan,Oman,Pakistan,Papua New Guinea,Philippines,Singapore,Sri Lanka,Taiwan, Province of China,Viet Nam;; Narrow sawfish
Anoxypristis cuspidata;3143.0;24;15300;0;Animalia;Elasmobranchii;Pristiformes;Pristidae;Anoxypristis;cuspidata;I;Australia,Bangladesh,Cambodia,China,Egypt,India,Indonesia,Iran (Islamic Republic of),Iraq,Japan,Oman,Pakistan,Papua New Guinea,Philippines,Singapore,Sri Lanka,Taiwan, Province of China,Viet Nam;; Saw shark
Varecia variegata;3140.0;20;84000;0;Animalia;Mammalia;Primates;Lemuridae;Varecia;variegata;I;Madagascar;;Black-and-white ruffed lemur
Varecia variegata;3140.0;20;84000;0;Animalia;Mammalia;Primates;Lemuridae;Varecia;variegata;I;Madagascar;; Ruffed Lemur
Balaena mysticetus;3129.0;21;142000;1;Animalia;Mammalia;Cetacea;Balaenidae;Balaena;mysticetus;I;Canada,Democratic People's Republic of Korea,Greenland,Iceland,Japan,Norway,Republic of Korea,Russian Federation,Svalbard and Jan Mayen Islands,United States of America;;Bowhead Whale
Balaena mysticetus;3129.0;21;142000;1;Animalia;Mammalia;Cetacea;Balaenidae;Balaena;mysticetus;I;Canada,Democratic People's Republic of Korea,Greenland,Iceland,Japan,Norway,Republic of Korea,Russian Federation,Svalbard and Jan Mayen Islands,United States of America;; Greenland Right Whale
Guarouba guarouba;3129.0;22;8450;0;Animalia;Aves;Psittaciformes;Psittacidae;Guarouba;guarouba;I;Brazil;;Golden Conure
Guarouba guarouba;3129.0;22;8450;0;Animalia;Aves;Psittaciformes;Psittacidae;Guarouba;guarouba;I;Brazil;; Golden Parakeet
Eubalaena japonica;3127.0;17;28100;0;Animalia;Mammalia;Cetacea;Balaenidae;Eubalaena;japonica;I;Canada,China,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,Taiwan, Province of China,United States of America;;North Pacific Right Whale
Mycteria cinerea;3122.0;8;25400;0;Animalia;Aves;Ciconiiformes;Ciconiidae;Mycteria;cinerea;I;Cambodia,Indonesia,Malaysia,Viet Nam;Thailand;Milky Stork
Aonyx cinerea;3120.0;31;59600;0;Animalia;Mammalia;Carnivora;Mustelidae;Aonyx;cinerea;I;Bangladesh,Brunei Darussalam,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Philippines,Singapore,Taiwan, Province of China,Thailand,Viet Nam;;Oriental Small-clawed Otter
Aonyx cinerea;3120.0;31;59600;0;Animalia;Mammalia;Carnivora;Mustelidae;Aonyx;cinerea;I;Bangladesh,Brunei Darussalam,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Philippines,Singapore,Taiwan, Province of China,Thailand,Viet Nam;; Small-clawed Otter
Rucervus eldii;3085.0;70;31500;0;Animalia;Mammalia;Artiodactyla;Cervidae;Rucervus;eldii;I;Cambodia,China,India,Lao People's Democratic Republic,Myanmar;;Brow-antlered Deer
Rucervus eldii;3085.0;70;31500;0;Animalia;Mammalia;Artiodactyla;Cervidae;Rucervus;eldii;I;Cambodia,China,India,Lao People's Democratic Republic,Myanmar;; Eld's Deer
Rucervus eldii;3085.0;70;31500;0;Animalia;Mammalia;Artiodactyla;Cervidae;Rucervus;eldii;I;Cambodia,China,India,Lao People's Democratic Republic,Myanmar;; Thamin
Crocodylus acutus;3022.0;21;188000;1;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;acutus;I/II;Belize,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Haiti,Honduras,Jamaica,Mexico,Nicaragua,Panama,Peru,United States of America,Venezuela (Bolivarian Republic of);;American Crocodile
Macrotis lagotis;2966.0;53;49400;0;Animalia;Mammalia;Peramelemorphia;Thylacomyidae;Macrotis;lagotis;I;Australia;;Bilby
Macrotis lagotis;2966.0;53;49400;0;Animalia;Mammalia;Peramelemorphia;Thylacomyidae;Macrotis;lagotis;I;Australia;; Greater Bilby
Aquila heliaca;2958.0;36;178000;1;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;I;Afghanistan,Albania,Armenia,Austria,Azerbaijan,Bangladesh,Belarus,Bhutan,Bosnia and Herzegovina,Bulgaria,Cameroon,China,Croatia,Cyprus,Czech Republic,Democratic People's Republic of Korea,Denmark,Djibouti,Egypt,Eritrea,Ethiopia,Finland,France,Georgia,Germany,Greece,Hong Kong, SAR,Hungary,India,Iran (Islamic Republic of),Iraq,Israel,Italy,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Lebanon,Libya,Lithuania,Malaysia,Mongolia,Montenegro,Morocco,Myanmar,Nepal,North Macedonia,Oman,Pakistan,Poland,Republic of Korea,Republic of Moldova,Romania,Russian Federation,Saudi Arabia,Serbia,Singapore,Slovakia,Slovenia,Sudan,Sweden,Syrian Arab Republic,Tajikistan,Thailand,Turkey,Turkmenistan,Ukraine,United Arab Emirates,United Republic of Tanzania,Uzbekistan,Viet Nam,Yemen;; Eastern Imperial Eagle
Aquila heliaca;2958.0;36;178000;1;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;I;Afghanistan,Albania,Armenia,Austria,Azerbaijan,Bangladesh,Belarus,Bhutan,Bosnia and Herzegovina,Bulgaria,Cameroon,China,Croatia,Cyprus,Czech Republic,Democratic People's Republic of Korea,Denmark,Djibouti,Egypt,Eritrea,Ethiopia,Finland,France,Georgia,Germany,Greece,Hong Kong, SAR,Hungary,India,Iran (Islamic Republic of),Iraq,Israel,Italy,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Lebanon,Libya,Lithuania,Malaysia,Mongolia,Montenegro,Morocco,Myanmar,Nepal,North Macedonia,Oman,Pakistan,Poland,Republic of Korea,Republic of Moldova,Romania,Russian Federation,Saudi Arabia,Serbia,Singapore,Slovakia,Slovenia,Sudan,Sweden,Syrian Arab Republic,Tajikistan,Thailand,Turkey,Turkmenistan,Ukraine,United Arab Emirates,United Republic of Tanzania,Uzbekistan,Viet Nam,Yemen;; Imperial Eagle
Caloenas nicobarica;2957.0;28;52000;0;Animalia;Aves;Columbiformes;Columbidae;Caloenas;nicobarica;I;Cambodia,India,Indonesia,Malaysia,Myanmar,Palau,Papua New Guinea,Philippines,Solomon Islands,Thailand,Viet Nam;; Nicobar Pigeon
Geochelone platynota;2923.0;3;20100;0;Animalia;Reptilia;Testudines;Testudinidae;Geochelone;platynota;I;Myanmar;;Burmese Starred Tortoise
Telmatobius culeus;2837.0;25;20500;0;Animalia;Amphibia;Anura;Telmatobiidae;Telmatobius;culeus;I;Bolivia (Plurinational State of),Peru;; Lake Titicaca frog
Telmatobius culeus;2837.0;25;20500;0;Animalia;Amphibia;Anura;Telmatobiidae;Telmatobius;culeus;I;Bolivia (Plurinational State of),Peru;; Titicaca water frog
Pan paniscus;2833.0;27;352000;1;Animalia;Mammalia;Primates;Hominidae;Pan;paniscus;I;Democratic Republic of the Congo;;Bonobo
Pan paniscus;2833.0;27;352000;1;Animalia;Mammalia;Primates;Hominidae;Pan;paniscus;I;Democratic Republic of the Congo;; Dwarf Chimpanzee
Pan paniscus;2833.0;27;352000;1;Animalia;Mammalia;Primates;Hominidae;Pan;paniscus;I;Democratic Republic of the Congo;; Gracile chimpanzee
Pan paniscus;2833.0;27;352000;1;Animalia;Mammalia;Primates;Hominidae;Pan;paniscus;I;Democratic Republic of the Congo;; Pygmy Chimpanzee
Ailurus fulgens;2815.0;44;416000;1;Animalia;Mammalia;Carnivora;Ailuridae;Ailurus;fulgens;I;Bhutan,China,India,Myanmar,Nepal;;Lesser Panda
Ailurus fulgens;2815.0;44;416000;1;Animalia;Mammalia;Carnivora;Ailuridae;Ailurus;fulgens;I;Bhutan,China,India,Myanmar,Nepal;; Red Panda
Ailurus fulgens;2815.0;44;416000;1;Animalia;Mammalia;Carnivora;Ailuridae;Ailurus;fulgens;I;Bhutan,China,India,Myanmar,Nepal;; Red Cat-bear
Pangasianodon gigas;2771.0;36;39000;0;Animalia;Actinopteri;Siluriformes;Pangasiidae;Pangasianodon;gigas;I;Cambodia,Lao People's Democratic Republic,Thailand,Viet Nam;;Giant Catfish
Pangasianodon gigas;2771.0;36;39000;0;Animalia;Actinopteri;Siluriformes;Pangasiidae;Pangasianodon;gigas;I;Cambodia,Lao People's Democratic Republic,Thailand,Viet Nam;; Mekong giant catfish
Mitu mitu;2751.0;10;81600;0;Animalia;Aves;Galliformes;Cracidae;Mitu;mitu;I;;Brazil;Alagoas Curassow
Mitu mitu;2751.0;10;81600;0;Animalia;Aves;Galliformes;Cracidae;Mitu;mitu;I;;Brazil; Razor-billed Curassow
Monachus tropicalis;2678.0;18;20800;0;Animalia;Mammalia;Carnivora;Phocidae;Monachus;tropicalis;I;;Bahamas,Colombia,Cuba,Guadeloupe,Haiti,Honduras,Jamaica,Mexico,Puerto Rico,United States of America;Caribbean Monk Seal
Geoclemys hamiltonii;2669.0;28;17100;0;Animalia;Reptilia;Testudines;Geoemydidae;Geoclemys;hamiltonii;I;Bangladesh,India,Nepal,Pakistan;;Black Pond Turtle
Geoclemys hamiltonii;2669.0;28;17100;0;Animalia;Reptilia;Testudines;Geoemydidae;Geoclemys;hamiltonii;I;Bangladesh,India,Nepal,Pakistan;; Black Spotted Turtle
Geoclemys hamiltonii;2669.0;28;17100;0;Animalia;Reptilia;Testudines;Geoemydidae;Geoclemys;hamiltonii;I;Bangladesh,India,Nepal,Pakistan;; Spotted Pond Turtle
Anodorhynchus leari;2663.0;20;28800;0;Animalia;Aves;Psittaciformes;Psittacidae;Anodorhynchus;leari;I;Brazil;;Indigo Macaw
Anodorhynchus leari;2663.0;20;28800;0;Animalia;Aves;Psittaciformes;Psittacidae;Anodorhynchus;leari;I;Brazil;; Lear's Macaw
Mustela nigripes;2660.0;30;79400;0;Animalia;Mammalia;Carnivora;Mustelidae;Mustela;nigripes;I;United States of America;Canada,Mexico;Black-footed Ferret
Vultur gryphus;2651.0;22;245000;1;Animalia;Aves;Falconiformes;Cathartidae;Vultur;gryphus;I;Argentina,Bolivia (Plurinational State of),Brazil,Chile,Colombia,Ecuador,Paraguay,Peru,Venezuela (Bolivarian Republic of);;Andean Condor
Crocodylus porosus;2631.0;53;296000;1;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;porosus;I/II;Australia,Bangladesh,Brunei Darussalam,Cambodia,Cocos (Keeling) Islands,Fiji,Hong Kong, SAR,India,Indonesia,Malaysia,Micronesia (Federated States of),Myanmar,Palau,Papua New Guinea,Philippines,Solomon Islands,Sri Lanka,Vanuatu,Viet Nam;Singapore;Estuarine Crocodile
Crocodylus porosus;2631.0;53;296000;1;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;porosus;I/II;Australia,Bangladesh,Brunei Darussalam,Cambodia,Cocos (Keeling) Islands,Fiji,Hong Kong, SAR,India,Indonesia,Malaysia,Micronesia (Federated States of),Myanmar,Palau,Papua New Guinea,Philippines,Solomon Islands,Sri Lanka,Vanuatu,Viet Nam;Singapore; Salt-water Crocodile
Cyclura collei;2606.0;28;9480;0;Animalia;Reptilia;Sauria;Iguanidae;Cyclura;collei;I;Jamaica;; Jamaican ground iguana
Cyclura collei;2606.0;28;9480;0;Animalia;Reptilia;Sauria;Iguanidae;Cyclura;collei;I;Jamaica;; Jamaican Iguana
Cyclura collei;2606.0;28;9480;0;Animalia;Reptilia;Sauria;Iguanidae;Cyclura;collei;I;Jamaica;; Jamaican rock iguana
Onychogalea fraenata;2590.0;21;14000;0;Animalia;Mammalia;Diprotodontia;Macropodidae;Onychogalea;fraenata;I;Australia;;Bridled nail-tailed wallaby
Onychogalea fraenata;2590.0;21;14000;0;Animalia;Mammalia;Diprotodontia;Macropodidae;Onychogalea;fraenata;I;Australia;; Bridled Nailtail Wallaby
Onychogalea fraenata;2590.0;21;14000;0;Animalia;Mammalia;Diprotodontia;Macropodidae;Onychogalea;fraenata;I;Australia;; Merrin
Batagur baska;2585.0;36;39800;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;baska;I;Bangladesh,Cambodia,India,Indonesia,Malaysia,Myanmar;Thailand,Viet Nam;Batagur
Batagur baska;2585.0;36;39800;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;baska;I;Bangladesh,Cambodia,India,Indonesia,Malaysia,Myanmar;Thailand,Viet Nam; Northern river terrapin
Batagur baska;2585.0;36;39800;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;baska;I;Bangladesh,Cambodia,India,Indonesia,Malaysia,Myanmar;Thailand,Viet Nam; River Terrapin
Catopuma temminckii;2580.0;41;39900;0;Animalia;Mammalia;Carnivora;Felidae;Catopuma;temminckii;I;Bangladesh,Bhutan,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Thailand,Viet Nam;;Asian Golden Cat
Catopuma temminckii;2580.0;41;39900;0;Animalia;Mammalia;Carnivora;Felidae;Catopuma;temminckii;I;Bangladesh,Bhutan,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Thailand,Viet Nam;; Asiatic golden cat
Catopuma temminckii;2580.0;41;39900;0;Animalia;Mammalia;Carnivora;Felidae;Catopuma;temminckii;I;Bangladesh,Bhutan,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Thailand,Viet Nam;; Golden Cat
Babyrousa babyrussa;2556.0;43;37700;0;Animalia;Mammalia;Artiodactyla;Suidae;Babyrousa;babyrussa;I;Indonesia;; Babirusa
Babyrousa babyrussa;2556.0;43;37700;0;Animalia;Mammalia;Artiodactyla;Suidae;Babyrousa;babyrussa;I;Indonesia;; Deer Hog
Babyrousa babyrussa;2556.0;43;37700;0;Animalia;Mammalia;Artiodactyla;Suidae;Babyrousa;babyrussa;I;Indonesia;;Babiroussa
Pristis microdon;2541.0;47;18200;0;Animalia;Elasmobranchii;Pristiformes;Pristidae;Pristis;microdon;I;Australia,Bangladesh,Belize,Brazil,Cambodia,Colombia,Costa Rica,French Guiana [FR],Gambia,Guatemala,Guinea Bissau,Honduras,India,Indonesia,Kenya,Madagascar,Malaysia,Mauritius,Mexico,Mozambique,Nicaragua,Panama,Papua New Guinea,Philippines,Senegal,South Africa,Sri Lanka,Suriname,Thailand,Viet Nam,Zimbabwe;Réunion;Freshwater Sawfish
Pristis microdon;2541.0;47;18200;0;Animalia;Elasmobranchii;Pristiformes;Pristidae;Pristis;microdon;I;Australia,Bangladesh,Belize,Brazil,Cambodia,Colombia,Costa Rica,French Guiana [FR],Gambia,Guatemala,Guinea Bissau,Honduras,India,Indonesia,Kenya,Madagascar,Malaysia,Mauritius,Mexico,Mozambique,Nicaragua,Panama,Papua New Guinea,Philippines,Senegal,South Africa,Sri Lanka,Suriname,Thailand,Viet Nam,Zimbabwe;Réunion; Largetooth Sawfish
Macaca silenus;2535.0;29;73100;0;Animalia;Mammalia;Primates;Cercopithecidae;Macaca;silenus;I;India;;Lion-tailed Macaque
Macaca silenus;2535.0;29;73100;0;Animalia;Mammalia;Primates;Cercopithecidae;Macaca;silenus;I;India;; Wanderoo
Balaenoptera acutorostrata;2495.0;36;180000;1;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;acutorostrata;I/II;Argentina,Australia,Bahamas,Bangladesh,Belgium,Bermuda (United Kingdom),Brazil,Canada,Chile,China,Colombia,Costa Rica,Democratic People's Republic of Korea,Denmark,Ecuador,Finland,France,French Polynesia,French Southern and Antarctic Territories,Germany,Greece,Greenland,Guyana,Iceland,India,Indonesia,Ireland,Isle of Man (United Kingdom),Israel,Italy,Japan,Malaysia,Malta,Mauritania,Mexico,Mozambique,Myanmar,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Norway,Peru,Philippines,Portugal,Republic of Korea,Russian Federation,Saudi Arabia,South Africa,Spain,Sri Lanka,Suriname,Svalbard and Jan Mayen Islands,Sweden,Taiwan, Province of China,Thailand,Tunisia,Turkey,United Kingdom of Great Britain and Northern Ireland,United States of America,Uruguay,Venezuela (Bolivarian Republic of),Viet Nam;;Common minke whale
Balaenoptera acutorostrata;2495.0;36;180000;1;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;acutorostrata;I/II;Argentina,Australia,Bahamas,Bangladesh,Belgium,Bermuda (United Kingdom),Brazil,Canada,Chile,China,Colombia,Costa Rica,Democratic People's Republic of Korea,Denmark,Ecuador,Finland,France,French Polynesia,French Southern and Antarctic Territories,Germany,Greece,Greenland,Guyana,Iceland,India,Indonesia,Ireland,Isle of Man (United Kingdom),Israel,Italy,Japan,Malaysia,Malta,Mauritania,Mexico,Mozambique,Myanmar,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Norway,Peru,Philippines,Portugal,Republic of Korea,Russian Federation,Saudi Arabia,South Africa,Spain,Sri Lanka,Suriname,Svalbard and Jan Mayen Islands,Sweden,Taiwan, Province of China,Thailand,Tunisia,Turkey,United Kingdom of Great Britain and Northern Ireland,United States of America,Uruguay,Venezuela (Bolivarian Republic of),Viet Nam;; Dwarf minke whale
Balaenoptera acutorostrata;2495.0;36;180000;1;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;acutorostrata;I/II;Argentina,Australia,Bahamas,Bangladesh,Belgium,Bermuda (United Kingdom),Brazil,Canada,Chile,China,Colombia,Costa Rica,Democratic People's Republic of Korea,Denmark,Ecuador,Finland,France,French Polynesia,French Southern and Antarctic Territories,Germany,Greece,Greenland,Guyana,Iceland,India,Indonesia,Ireland,Isle of Man (United Kingdom),Israel,Italy,Japan,Malaysia,Malta,Mauritania,Mexico,Mozambique,Myanmar,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Norway,Peru,Philippines,Portugal,Republic of Korea,Russian Federation,Saudi Arabia,South Africa,Spain,Sri Lanka,Suriname,Svalbard and Jan Mayen Islands,Sweden,Taiwan, Province of China,Thailand,Tunisia,Turkey,United Kingdom of Great Britain and Northern Ireland,United States of America,Uruguay,Venezuela (Bolivarian Republic of),Viet Nam;; Minke Whale
Balaenoptera acutorostrata;2495.0;36;180000;1;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;acutorostrata;I/II;Argentina,Australia,Bahamas,Bangladesh,Belgium,Bermuda (United Kingdom),Brazil,Canada,Chile,China,Colombia,Costa Rica,Democratic People's Republic of Korea,Denmark,Ecuador,Finland,France,French Polynesia,French Southern and Antarctic Territories,Germany,Greece,Greenland,Guyana,Iceland,India,Indonesia,Ireland,Isle of Man (United Kingdom),Israel,Italy,Japan,Malaysia,Malta,Mauritania,Mexico,Mozambique,Myanmar,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Norway,Peru,Philippines,Portugal,Republic of Korea,Russian Federation,Saudi Arabia,South Africa,Spain,Sri Lanka,Suriname,Svalbard and Jan Mayen Islands,Sweden,Taiwan, Province of China,Thailand,Tunisia,Turkey,United Kingdom of Great Britain and Northern Ireland,United States of America,Uruguay,Venezuela (Bolivarian Republic of),Viet Nam;; Northern Minke Whale
Balaenoptera acutorostrata;2495.0;36;180000;1;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;acutorostrata;I/II;Argentina,Australia,Bahamas,Bangladesh,Belgium,Bermuda (United Kingdom),Brazil,Canada,Chile,China,Colombia,Costa Rica,Democratic People's Republic of Korea,Denmark,Ecuador,Finland,France,French Polynesia,French Southern and Antarctic Territories,Germany,Greece,Greenland,Guyana,Iceland,India,Indonesia,Ireland,Isle of Man (United Kingdom),Israel,Italy,Japan,Malaysia,Malta,Mauritania,Mexico,Mozambique,Myanmar,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Norway,Peru,Philippines,Portugal,Republic of Korea,Russian Federation,Saudi Arabia,South Africa,Spain,Sri Lanka,Suriname,Svalbard and Jan Mayen Islands,Sweden,Taiwan, Province of China,Thailand,Tunisia,Turkey,United Kingdom of Great Britain and Northern Ireland,United States of America,Uruguay,Venezuela (Bolivarian Republic of),Viet Nam;; Lesser Rorqual
Propithecus coquereli;2492.0;34;51100;0;Animalia;Mammalia;Primates;Indriidae;Propithecus;coquereli;I;Madagascar;;Coquerel's Sifaka
Propithecus coquereli;2492.0;34;51100;0;Animalia;Mammalia;Primates;Indriidae;Propithecus;coquereli;I;Madagascar;; Crowned sifaka
Psephotus chrysopterygius;2432.0;14;13100;0;Animalia;Aves;Psittaciformes;Psittacidae;Psephotus;chrysopterygius;I;Australia;;Golden-shouldered Parrot
