;title;views;scientific_name;datetime
17426;Northern white-cheeked gibbon;1246;Nomascus leucogenys;2017-02-01
17427;Northern white-cheeked gibbon;1427;Nomascus leucogenys;2017-03-01
17428;Northern white-cheeked gibbon;1354;Nomascus leucogenys;2017-04-01
17429;Northern white-cheeked gibbon;1354;Nomascus leucogenys;2017-05-01
17430;Northern white-cheeked gibbon;1018;Nomascus leucogenys;2017-06-01
17431;Northern white-cheeked gibbon;991;Nomascus leucogenys;2017-07-01
17432;Northern white-cheeked gibbon;1425;Nomascus leucogenys;2017-08-01
17433;Northern white-cheeked gibbon;1011;Nomascus leucogenys;2017-09-01
17434;Northern white-cheeked gibbon;1268;Nomascus leucogenys;2017-10-01
17435;Northern white-cheeked gibbon;1475;Nomascus leucogenys;2017-11-01
17436;Northern white-cheeked gibbon;1066;Nomascus leucogenys;2017-12-01
17437;Northern white-cheeked gibbon;1153;Nomascus leucogenys;2018-01-01
17438;Northern white-cheeked gibbon;1086;Nomascus leucogenys;2018-02-01
17439;Northern white-cheeked gibbon;1325;Nomascus leucogenys;2018-03-01
17440;Northern white-cheeked gibbon;1395;Nomascus leucogenys;2018-04-01
17441;Northern white-cheeked gibbon;1263;Nomascus leucogenys;2018-05-01
17442;Northern white-cheeked gibbon;1149;Nomascus leucogenys;2018-06-01
17443;Northern white-cheeked gibbon;984;Nomascus leucogenys;2018-07-01
17444;Northern white-cheeked gibbon;988;Nomascus leucogenys;2018-08-01
17445;Northern white-cheeked gibbon;951;Nomascus leucogenys;2018-09-01
17446;Northern white-cheeked gibbon;1196;Nomascus leucogenys;2018-10-01
17447;Northern white-cheeked gibbon;1218;Nomascus leucogenys;2018-11-01
17448;Northern white-cheeked gibbon;1047;Nomascus leucogenys;2018-12-01
17449;Northern white-cheeked gibbon;1151;Nomascus leucogenys;2019-01-01
17450;Northern white-cheeked gibbon;894;Nomascus leucogenys;2019-02-01
17451;Northern white-cheeked gibbon;1048;Nomascus leucogenys;2019-03-01
17452;Northern white-cheeked gibbon;1118;Nomascus leucogenys;2019-04-01
17453;Northern white-cheeked gibbon;1240;Nomascus leucogenys;2019-05-01
17454;Northern white-cheeked gibbon;1079;Nomascus leucogenys;2019-06-01
17455;Northern white-cheeked gibbon;982;Nomascus leucogenys;2019-07-01
17456;Northern white-cheeked gibbon;1078;Nomascus leucogenys;2019-08-01
17457;Northern white-cheeked gibbon;1066;Nomascus leucogenys;2019-09-01
17458;Northern white-cheeked gibbon;1369;Nomascus leucogenys;2019-10-01
17459;Northern white-cheeked gibbon;1374;Nomascus leucogenys;2019-11-01
17460;Northern white-cheeked gibbon;1036;Nomascus leucogenys;2019-12-01
17461;Northern white-cheeked gibbon;1285;Nomascus leucogenys;2020-01-01
17462;Northern white-cheeked gibbon;1340;Nomascus leucogenys;2020-02-01
17463;Northern white-cheeked gibbon;1415;Nomascus leucogenys;2020-03-01
17464;Northern white-cheeked gibbon;1465;Nomascus leucogenys;2020-04-01
17465;Northern white-cheeked gibbon;1473;Nomascus leucogenys;2020-05-01
17466;Northern white-cheeked gibbon;1269;Nomascus leucogenys;2020-06-01
17467;Northern white-cheeked gibbon;1168;Nomascus leucogenys;2020-07-01
17468;Northern white-cheeked gibbon;1293;Nomascus leucogenys;2020-08-01
17469;Northern white-cheeked gibbon;1225;Nomascus leucogenys;2020-09-01
17470;Northern white-cheeked gibbon;1362;Nomascus leucogenys;2020-10-01
17471;Northern white-cheeked gibbon;1388;Nomascus leucogenys;2020-11-01
17472;Northern white-cheeked gibbon;1180;Nomascus leucogenys;2020-12-01
17473;Markhor;15556;Capra falconeri;2015-07-01
17474;Markhor;16159;Capra falconeri;2015-08-01
17475;Markhor;13095;Capra falconeri;2015-09-01
17476;Markhor;12366;Capra falconeri;2015-10-01
17477;Markhor;14561;Capra falconeri;2015-11-01
17478;Markhor;14849;Capra falconeri;2015-12-01
17479;Markhor;15092;Capra falconeri;2016-01-01
17480;Markhor;13101;Capra falconeri;2016-02-01
17481;Markhor;13816;Capra falconeri;2016-03-01
17482;Markhor;10848;Capra falconeri;2016-04-01
17483;Markhor;11323;Capra falconeri;2016-05-01
17484;Markhor;12023;Capra falconeri;2016-06-01
17485;Markhor;11495;Capra falconeri;2016-07-01
17486;Markhor;11668;Capra falconeri;2016-08-01
17487;Markhor;12440;Capra falconeri;2016-09-01
17488;Markhor;10932;Capra falconeri;2016-10-01
17489;Markhor;11050;Capra falconeri;2016-11-01
17490;Markhor;11578;Capra falconeri;2016-12-01
17491;Markhor;11840;Capra falconeri;2017-01-01
17492;Markhor;10502;Capra falconeri;2017-02-01
17493;Markhor;11891;Capra falconeri;2017-03-01
17494;Markhor;10918;Capra falconeri;2017-04-01
17495;Markhor;12469;Capra falconeri;2017-05-01
17496;Markhor;14031;Capra falconeri;2017-06-01
17497;Markhor;12720;Capra falconeri;2017-07-01
17498;Markhor;12978;Capra falconeri;2017-08-01
17499;Markhor;11997;Capra falconeri;2017-09-01
17500;Markhor;12475;Capra falconeri;2017-10-01
17501;Markhor;12421;Capra falconeri;2017-11-01
17502;Markhor;11928;Capra falconeri;2017-12-01
17503;Markhor;14429;Capra falconeri;2018-01-01
17504;Markhor;12544;Capra falconeri;2018-02-01
17505;Markhor;13132;Capra falconeri;2018-03-01
17506;Markhor;23033;Capra falconeri;2018-04-01
17507;Markhor;16378;Capra falconeri;2018-05-01
17508;Markhor;14593;Capra falconeri;2018-06-01
17509;Markhor;18846;Capra falconeri;2018-07-01
17510;Markhor;16387;Capra falconeri;2018-08-01
17511;Markhor;12454;Capra falconeri;2018-09-01
17512;Markhor;12459;Capra falconeri;2018-10-01
17513;Markhor;13161;Capra falconeri;2018-11-01
17514;Markhor;12510;Capra falconeri;2018-12-01
17515;Markhor;19572;Capra falconeri;2019-01-01
17516;Markhor;54977;Capra falconeri;2019-02-01
17517;Markhor;28718;Capra falconeri;2019-03-01
17518;Markhor;14963;Capra falconeri;2019-04-01
17519;Markhor;14636;Capra falconeri;2019-05-01
17520;Markhor;16476;Capra falconeri;2019-06-01
17521;Markhor;18833;Capra falconeri;2019-07-01
17522;Markhor;16977;Capra falconeri;2019-08-01
17523;Markhor;16509;Capra falconeri;2019-09-01
17524;Markhor;16656;Capra falconeri;2019-10-01
17525;Markhor;14373;Capra falconeri;2019-11-01
17526;Markhor;13628;Capra falconeri;2019-12-01
17527;Markhor;15901;Capra falconeri;2020-01-01
17528;Markhor;13200;Capra falconeri;2020-02-01
17529;Markhor;12907;Capra falconeri;2020-03-01
17530;Markhor;17391;Capra falconeri;2020-04-01
17531;Markhor;15978;Capra falconeri;2020-05-01
17532;Markhor;12113;Capra falconeri;2020-06-01
17533;Markhor;12758;Capra falconeri;2020-07-01
17534;Markhor;15251;Capra falconeri;2020-08-01
17535;Markhor;11563;Capra falconeri;2020-09-01
17536;Markhor;12213;Capra falconeri;2020-10-01
17537;Markhor;14613;Capra falconeri;2020-11-01
17538;Markhor;14208;Capra falconeri;2020-12-01
17539;Blue-throated macaw;2316;Ara glaucogularis;2015-07-01
17540;Blue-throated macaw;2233;Ara glaucogularis;2015-08-01
17541;Blue-throated macaw;2507;Ara glaucogularis;2015-09-01
17542;Blue-throated macaw;2870;Ara glaucogularis;2015-10-01
17543;Blue-throated macaw;3060;Ara glaucogularis;2015-11-01
17544;Blue-throated macaw;2670;Ara glaucogularis;2015-12-01
17545;Blue-throated macaw;4636;Ara glaucogularis;2016-01-01
17546;Blue-throated macaw;3298;Ara glaucogularis;2016-02-01
17547;Blue-throated macaw;3165;Ara glaucogularis;2016-03-01
17548;Blue-throated macaw;3073;Ara glaucogularis;2016-04-01
17549;Blue-throated macaw;3468;Ara glaucogularis;2016-05-01
17550;Blue-throated macaw;3128;Ara glaucogularis;2016-06-01
17551;Blue-throated macaw;2565;Ara glaucogularis;2016-07-01
17552;Blue-throated macaw;2473;Ara glaucogularis;2016-08-01
17553;Blue-throated macaw;2169;Ara glaucogularis;2016-09-01
17554;Blue-throated macaw;2519;Ara glaucogularis;2016-10-01
17555;Blue-throated macaw;2879;Ara glaucogularis;2016-11-01
17556;Blue-throated macaw;2528;Ara glaucogularis;2016-12-01
17557;Blue-throated macaw;3060;Ara glaucogularis;2017-01-01
17558;Blue-throated macaw;2521;Ara glaucogularis;2017-02-01
17559;Blue-throated macaw;2877;Ara glaucogularis;2017-03-01
17560;Blue-throated macaw;2606;Ara glaucogularis;2017-04-01
17561;Blue-throated macaw;2844;Ara glaucogularis;2017-05-01
17562;Blue-throated macaw;2145;Ara glaucogularis;2017-06-01
17563;Blue-throated macaw;2039;Ara glaucogularis;2017-07-01
17564;Blue-throated macaw;2206;Ara glaucogularis;2017-08-01
17565;Blue-throated macaw;2141;Ara glaucogularis;2017-09-01
17566;Blue-throated macaw;2563;Ara glaucogularis;2017-10-01
17567;Blue-throated macaw;2224;Ara glaucogularis;2017-11-01
17568;Blue-throated macaw;2274;Ara glaucogularis;2017-12-01
17569;Blue-throated macaw;2575;Ara glaucogularis;2018-01-01
17570;Blue-throated macaw;2310;Ara glaucogularis;2018-02-01
17571;Blue-throated macaw;2496;Ara glaucogularis;2018-03-01
17572;Blue-throated macaw;2835;Ara glaucogularis;2018-04-01
17573;Blue-throated macaw;2523;Ara glaucogularis;2018-05-01
17574;Blue-throated macaw;2199;Ara glaucogularis;2018-06-01
17575;Blue-throated macaw;2285;Ara glaucogularis;2018-07-01
17576;Blue-throated macaw;2126;Ara glaucogularis;2018-08-01
17577;Blue-throated macaw;2848;Ara glaucogularis;2018-09-01
17578;Blue-throated macaw;2118;Ara glaucogularis;2018-10-01
17579;Blue-throated macaw;2095;Ara glaucogularis;2018-11-01
17580;Blue-throated macaw;2446;Ara glaucogularis;2018-12-01
17581;Blue-throated macaw;2702;Ara glaucogularis;2019-01-01
17582;Blue-throated macaw;2412;Ara glaucogularis;2019-02-01
17583;Blue-throated macaw;2766;Ara glaucogularis;2019-03-01
17584;Blue-throated macaw;3080;Ara glaucogularis;2019-04-01
17585;Blue-throated macaw;3696;Ara glaucogularis;2019-05-01
17586;Blue-throated macaw;2289;Ara glaucogularis;2019-06-01
17587;Blue-throated macaw;2202;Ara glaucogularis;2019-07-01
17588;Blue-throated macaw;2641;Ara glaucogularis;2019-08-01
17589;Blue-throated macaw;2182;Ara glaucogularis;2019-09-01
17590;Blue-throated macaw;2413;Ara glaucogularis;2019-10-01
17591;Blue-throated macaw;2547;Ara glaucogularis;2019-11-01
17592;Blue-throated macaw;2157;Ara glaucogularis;2019-12-01
17593;Blue-throated macaw;2666;Ara glaucogularis;2020-01-01
17594;Blue-throated macaw;2442;Ara glaucogularis;2020-02-01
17595;Blue-throated macaw;2568;Ara glaucogularis;2020-03-01
17596;Blue-throated macaw;3369;Ara glaucogularis;2020-04-01
17597;Blue-throated macaw;3288;Ara glaucogularis;2020-05-01
17598;Blue-throated macaw;2663;Ara glaucogularis;2020-06-01
17599;Blue-throated macaw;2543;Ara glaucogularis;2020-07-01
17600;Blue-throated macaw;2700;Ara glaucogularis;2020-08-01
17601;Blue-throated macaw;2584;Ara glaucogularis;2020-09-01
17602;Blue-throated macaw;2520;Ara glaucogularis;2020-10-01
17603;Blue-throated macaw;3153;Ara glaucogularis;2020-11-01
17604;Blue-throated macaw;2369;Ara glaucogularis;2020-12-01
17605;Bald uakari;1069;Cacajao calvus;2015-07-01
17606;Bald uakari;1380;Cacajao calvus;2015-08-01
17607;Bald uakari;1668;Cacajao calvus;2015-09-01
17608;Bald uakari;1668;Cacajao calvus;2015-10-01
17609;Bald uakari;1779;Cacajao calvus;2015-11-01
17610;Bald uakari;1520;Cacajao calvus;2015-12-01
17611;Bald uakari;1831;Cacajao calvus;2016-01-01
17612;Bald uakari;1823;Cacajao calvus;2016-02-01
17613;Bald uakari;2208;Cacajao calvus;2016-03-01
17614;Bald uakari;2001;Cacajao calvus;2016-04-01
17615;Bald uakari;2036;Cacajao calvus;2016-05-01
17616;Bald uakari;1754;Cacajao calvus;2016-06-01
17617;Bald uakari;1336;Cacajao calvus;2016-07-01
17618;Bald uakari;1929;Cacajao calvus;2016-08-01
17619;Bald uakari;1564;Cacajao calvus;2016-09-01
17620;Bald uakari;1501;Cacajao calvus;2016-10-01
17621;Bald uakari;1681;Cacajao calvus;2016-11-01
17622;Bald uakari;1457;Cacajao calvus;2016-12-01
17623;Bald uakari;1684;Cacajao calvus;2017-01-01
17624;Bald uakari;1739;Cacajao calvus;2017-02-01
17625;Bald uakari;2107;Cacajao calvus;2017-03-01
17626;Bald uakari;1817;Cacajao calvus;2017-04-01
17627;Bald uakari;2104;Cacajao calvus;2017-05-01
17628;Bald uakari;1625;Cacajao calvus;2017-06-01
17629;Bald uakari;1601;Cacajao calvus;2017-07-01
17630;Bald uakari;1441;Cacajao calvus;2017-08-01
17631;Bald uakari;1485;Cacajao calvus;2017-09-01
17632;Bald uakari;1622;Cacajao calvus;2017-10-01
17633;Bald uakari;1624;Cacajao calvus;2017-11-01
17634;Bald uakari;1550;Cacajao calvus;2017-12-01
17635;Bald uakari;1765;Cacajao calvus;2018-01-01
17636;Bald uakari;1522;Cacajao calvus;2018-02-01
17637;Bald uakari;1702;Cacajao calvus;2018-03-01
17638;Bald uakari;1641;Cacajao calvus;2018-04-01
17639;Bald uakari;1783;Cacajao calvus;2018-05-01
17640;Bald uakari;1368;Cacajao calvus;2018-06-01
17641;Bald uakari;1494;Cacajao calvus;2018-07-01
17642;Bald uakari;1446;Cacajao calvus;2018-08-01
17643;Bald uakari;1351;Cacajao calvus;2018-09-01
17644;Bald uakari;1529;Cacajao calvus;2018-10-01
17645;Bald uakari;1547;Cacajao calvus;2018-11-01
17646;Bald uakari;1360;Cacajao calvus;2018-12-01
17647;Bald uakari;1726;Cacajao calvus;2019-01-01
17648;Bald uakari;1384;Cacajao calvus;2019-02-01
17649;Bald uakari;1770;Cacajao calvus;2019-03-01
17650;Bald uakari;1569;Cacajao calvus;2019-04-01
17651;Bald uakari;1663;Cacajao calvus;2019-05-01
17652;Bald uakari;1364;Cacajao calvus;2019-06-01
17653;Bald uakari;1270;Cacajao calvus;2019-07-01
17654;Bald uakari;3426;Cacajao calvus;2019-08-01
17655;Bald uakari;1695;Cacajao calvus;2019-09-01
17656;Bald uakari;1555;Cacajao calvus;2019-10-01
17657;Bald uakari;1472;Cacajao calvus;2019-11-01
17658;Bald uakari;1398;Cacajao calvus;2019-12-01
17659;Bald uakari;1557;Cacajao calvus;2020-01-01
17660;Bald uakari;1795;Cacajao calvus;2020-02-01
17661;Bald uakari;1729;Cacajao calvus;2020-03-01
17662;Bald uakari;3472;Cacajao calvus;2020-04-01
17663;Bald uakari;2746;Cacajao calvus;2020-05-01
17664;Bald uakari;1497;Cacajao calvus;2020-06-01
17665;Bald uakari;1522;Cacajao calvus;2020-07-01
17666;Bald uakari;1627;Cacajao calvus;2020-08-01
17667;Bald uakari;1753;Cacajao calvus;2020-09-01
17668;Bald uakari;4273;Cacajao calvus;2020-10-01
17669;Bald uakari;2371;Cacajao calvus;2020-11-01
17670;Bald uakari;1694;Cacajao calvus;2020-12-01
17671;Jabiru;2593;Jabiru mycteria;2015-07-01
17672;Jabiru;2413;Jabiru mycteria;2015-08-01
17673;Jabiru;2211;Jabiru mycteria;2015-09-01
17674;Jabiru;2437;Jabiru mycteria;2015-10-01
17675;Jabiru;2242;Jabiru mycteria;2015-11-01
17676;Jabiru;1968;Jabiru mycteria;2015-12-01
17677;Jabiru;2426;Jabiru mycteria;2016-01-01
17678;Jabiru;2440;Jabiru mycteria;2016-02-01
17679;Jabiru;2482;Jabiru mycteria;2016-03-01
17680;Jabiru;2346;Jabiru mycteria;2016-04-01
17681;Jabiru;2461;Jabiru mycteria;2016-05-01
17682;Jabiru;2400;Jabiru mycteria;2016-06-01
17683;Jabiru;2301;Jabiru mycteria;2016-07-01
17684;Jabiru;3008;Jabiru mycteria;2016-08-01
17685;Jabiru;2506;Jabiru mycteria;2016-09-01
17686;Jabiru;2151;Jabiru mycteria;2016-10-01
17687;Jabiru;2191;Jabiru mycteria;2016-11-01
17688;Jabiru;2024;Jabiru mycteria;2016-12-01
17689;Jabiru;2590;Jabiru mycteria;2017-01-01
17690;Jabiru;3041;Jabiru mycteria;2017-02-01
17691;Jabiru;2932;Jabiru mycteria;2017-03-01
17692;Jabiru;2558;Jabiru mycteria;2017-04-01
17693;Jabiru;3270;Jabiru mycteria;2017-05-01
17694;Jabiru;2656;Jabiru mycteria;2017-06-01
17695;Jabiru;2899;Jabiru mycteria;2017-07-01
17696;Jabiru;3578;Jabiru mycteria;2017-08-01
17697;Jabiru;2500;Jabiru mycteria;2017-09-01
17698;Jabiru;2515;Jabiru mycteria;2017-10-01
17699;Jabiru;2527;Jabiru mycteria;2017-11-01
17700;Jabiru;2698;Jabiru mycteria;2017-12-01
17701;Jabiru;2945;Jabiru mycteria;2018-01-01
17702;Jabiru;2739;Jabiru mycteria;2018-02-01
17703;Jabiru;2920;Jabiru mycteria;2018-03-01
17704;Jabiru;2535;Jabiru mycteria;2018-04-01
17705;Jabiru;2679;Jabiru mycteria;2018-05-01
17706;Jabiru;2274;Jabiru mycteria;2018-06-01
17707;Jabiru;2605;Jabiru mycteria;2018-07-01
17708;Jabiru;2868;Jabiru mycteria;2018-08-01
17709;Jabiru;2446;Jabiru mycteria;2018-09-01
17710;Jabiru;2256;Jabiru mycteria;2018-10-01
17711;Jabiru;2237;Jabiru mycteria;2018-11-01
17712;Jabiru;2315;Jabiru mycteria;2018-12-01
17713;Jabiru;2408;Jabiru mycteria;2019-01-01
17714;Jabiru;2227;Jabiru mycteria;2019-02-01
17715;Jabiru;2512;Jabiru mycteria;2019-03-01
17716;Jabiru;2380;Jabiru mycteria;2019-04-01
17717;Jabiru;2786;Jabiru mycteria;2019-05-01
17718;Jabiru;2297;Jabiru mycteria;2019-06-01
17719;Jabiru;2584;Jabiru mycteria;2019-07-01
17720;Jabiru;2972;Jabiru mycteria;2019-08-01
17721;Jabiru;2483;Jabiru mycteria;2019-09-01
17722;Jabiru;2587;Jabiru mycteria;2019-10-01
17723;Jabiru;2437;Jabiru mycteria;2019-11-01
17724;Jabiru;2255;Jabiru mycteria;2019-12-01
17725;Jabiru;2753;Jabiru mycteria;2020-01-01
17726;Jabiru;2851;Jabiru mycteria;2020-02-01
17727;Jabiru;2476;Jabiru mycteria;2020-03-01
17728;Jabiru;2977;Jabiru mycteria;2020-04-01
17729;Jabiru;2992;Jabiru mycteria;2020-05-01
17730;Jabiru;6462;Jabiru mycteria;2020-06-01
17731;Jabiru;2931;Jabiru mycteria;2020-07-01
17732;Jabiru;2576;Jabiru mycteria;2020-08-01
17733;Jabiru;2427;Jabiru mycteria;2020-09-01
17734;Jabiru;2548;Jabiru mycteria;2020-10-01
17735;Jabiru;2657;Jabiru mycteria;2020-11-01
17736;Jabiru;2630;Jabiru mycteria;2020-12-01
17737;Black crested gibbon;570;Nomascus concolor;2015-07-01
17738;Black crested gibbon;625;Nomascus concolor;2015-08-01
17739;Black crested gibbon;632;Nomascus concolor;2015-09-01
17740;Black crested gibbon;637;Nomascus concolor;2015-10-01
17741;Black crested gibbon;637;Nomascus concolor;2015-11-01
17742;Black crested gibbon;563;Nomascus concolor;2015-12-01
17743;Black crested gibbon;694;Nomascus concolor;2016-01-01
17744;Black crested gibbon;788;Nomascus concolor;2016-02-01
17745;Black crested gibbon;1366;Nomascus concolor;2016-03-01
17746;Black crested gibbon;616;Nomascus concolor;2016-04-01
17747;Black crested gibbon;677;Nomascus concolor;2016-05-01
17748;Black crested gibbon;616;Nomascus concolor;2016-06-01
17749;Black crested gibbon;564;Nomascus concolor;2016-07-01
17750;Black crested gibbon;607;Nomascus concolor;2016-08-01
17751;Black crested gibbon;729;Nomascus concolor;2016-09-01
17752;Black crested gibbon;704;Nomascus concolor;2016-10-01
17753;Black crested gibbon;658;Nomascus concolor;2016-11-01
17754;Black crested gibbon;661;Nomascus concolor;2016-12-01
17755;Black crested gibbon;797;Nomascus concolor;2017-01-01
17756;Black crested gibbon;739;Nomascus concolor;2017-02-01
17757;Black crested gibbon;794;Nomascus concolor;2017-03-01
17758;Black crested gibbon;692;Nomascus concolor;2017-04-01
17759;Black crested gibbon;683;Nomascus concolor;2017-05-01
17760;Black crested gibbon;612;Nomascus concolor;2017-06-01
17761;Black crested gibbon;602;Nomascus concolor;2017-07-01
17762;Black crested gibbon;542;Nomascus concolor;2017-08-01
17763;Black crested gibbon;573;Nomascus concolor;2017-09-01
17764;Black crested gibbon;674;Nomascus concolor;2017-10-01
17765;Black crested gibbon;767;Nomascus concolor;2017-11-01
17766;Black crested gibbon;676;Nomascus concolor;2017-12-01
17767;Black crested gibbon;716;Nomascus concolor;2018-01-01
17768;Black crested gibbon;557;Nomascus concolor;2018-02-01
17769;Black crested gibbon;768;Nomascus concolor;2018-03-01
17770;Black crested gibbon;624;Nomascus concolor;2018-04-01
17771;Black crested gibbon;539;Nomascus concolor;2018-05-01
17772;Black crested gibbon;633;Nomascus concolor;2018-06-01
17773;Black crested gibbon;573;Nomascus concolor;2018-07-01
17774;Black crested gibbon;577;Nomascus concolor;2018-08-01
17775;Black crested gibbon;527;Nomascus concolor;2018-09-01
17776;Black crested gibbon;591;Nomascus concolor;2018-10-01
17777;Black crested gibbon;522;Nomascus concolor;2018-11-01
17778;Black crested gibbon;576;Nomascus concolor;2018-12-01
17779;Black crested gibbon;566;Nomascus concolor;2019-01-01
17780;Black crested gibbon;519;Nomascus concolor;2019-02-01
17781;Black crested gibbon;529;Nomascus concolor;2019-03-01
17782;Black crested gibbon;565;Nomascus concolor;2019-04-01
17783;Black crested gibbon;582;Nomascus concolor;2019-05-01
17784;Black crested gibbon;525;Nomascus concolor;2019-06-01
17785;Black crested gibbon;508;Nomascus concolor;2019-07-01
17786;Black crested gibbon;591;Nomascus concolor;2019-08-01
17787;Black crested gibbon;557;Nomascus concolor;2019-09-01
17788;Black crested gibbon;788;Nomascus concolor;2019-10-01
17789;Black crested gibbon;823;Nomascus concolor;2019-11-01
17790;Black crested gibbon;696;Nomascus concolor;2019-12-01
17791;Black crested gibbon;883;Nomascus concolor;2020-01-01
17792;Black crested gibbon;713;Nomascus concolor;2020-02-01
17793;Black crested gibbon;890;Nomascus concolor;2020-03-01
17794;Black crested gibbon;938;Nomascus concolor;2020-04-01
17795;Black crested gibbon;946;Nomascus concolor;2020-05-01
17796;Black crested gibbon;805;Nomascus concolor;2020-06-01
17797;Black crested gibbon;1080;Nomascus concolor;2020-07-01
17798;Black crested gibbon;1265;Nomascus concolor;2020-08-01
17799;Black crested gibbon;824;Nomascus concolor;2020-09-01
17800;Black crested gibbon;1067;Nomascus concolor;2020-10-01
17801;Black crested gibbon;915;Nomascus concolor;2020-11-01
17802;Black crested gibbon;943;Nomascus concolor;2020-12-01
17803;Rufous hare-wallaby;735;Lagorchestes hirsutus;2015-07-01
17804;Rufous hare-wallaby;840;Lagorchestes hirsutus;2015-08-01
17805;Rufous hare-wallaby;672;Lagorchestes hirsutus;2015-09-01
17806;Rufous hare-wallaby;774;Lagorchestes hirsutus;2015-10-01
17807;Rufous hare-wallaby;744;Lagorchestes hirsutus;2015-11-01
17808;Rufous hare-wallaby;543;Lagorchestes hirsutus;2015-12-01
17809;Rufous hare-wallaby;786;Lagorchestes hirsutus;2016-01-01
17810;Rufous hare-wallaby;597;Lagorchestes hirsutus;2016-02-01
17811;Rufous hare-wallaby;709;Lagorchestes hirsutus;2016-03-01
17812;Rufous hare-wallaby;923;Lagorchestes hirsutus;2016-04-01
17813;Rufous hare-wallaby;804;Lagorchestes hirsutus;2016-05-01
17814;Rufous hare-wallaby;691;Lagorchestes hirsutus;2016-06-01
17815;Rufous hare-wallaby;604;Lagorchestes hirsutus;2016-07-01
17816;Rufous hare-wallaby;734;Lagorchestes hirsutus;2016-08-01
17817;Rufous hare-wallaby;723;Lagorchestes hirsutus;2016-09-01
17818;Rufous hare-wallaby;707;Lagorchestes hirsutus;2016-10-01
17819;Rufous hare-wallaby;617;Lagorchestes hirsutus;2016-11-01
17820;Rufous hare-wallaby;621;Lagorchestes hirsutus;2016-12-01
17821;Rufous hare-wallaby;657;Lagorchestes hirsutus;2017-01-01
17822;Rufous hare-wallaby;664;Lagorchestes hirsutus;2017-02-01
17823;Rufous hare-wallaby;775;Lagorchestes hirsutus;2017-03-01
17824;Rufous hare-wallaby;593;Lagorchestes hirsutus;2017-04-01
17825;Rufous hare-wallaby;845;Lagorchestes hirsutus;2017-05-01
17826;Rufous hare-wallaby;694;Lagorchestes hirsutus;2017-06-01
17827;Rufous hare-wallaby;623;Lagorchestes hirsutus;2017-07-01
17828;Rufous hare-wallaby;650;Lagorchestes hirsutus;2017-08-01
17829;Rufous hare-wallaby;631;Lagorchestes hirsutus;2017-09-01
17830;Rufous hare-wallaby;978;Lagorchestes hirsutus;2017-10-01
17831;Rufous hare-wallaby;1039;Lagorchestes hirsutus;2017-11-01
17832;Rufous hare-wallaby;610;Lagorchestes hirsutus;2017-12-01
17833;Rufous hare-wallaby;635;Lagorchestes hirsutus;2018-01-01
17834;Rufous hare-wallaby;616;Lagorchestes hirsutus;2018-02-01
17835;Rufous hare-wallaby;692;Lagorchestes hirsutus;2018-03-01
17836;Rufous hare-wallaby;567;Lagorchestes hirsutus;2018-04-01
17837;Rufous hare-wallaby;915;Lagorchestes hirsutus;2018-05-01
17838;Rufous hare-wallaby;706;Lagorchestes hirsutus;2018-06-01
17839;Rufous hare-wallaby;602;Lagorchestes hirsutus;2018-07-01
17840;Rufous hare-wallaby;647;Lagorchestes hirsutus;2018-08-01
17841;Rufous hare-wallaby;606;Lagorchestes hirsutus;2018-09-01
17842;Rufous hare-wallaby;717;Lagorchestes hirsutus;2018-10-01
17843;Rufous hare-wallaby;671;Lagorchestes hirsutus;2018-11-01
17844;Rufous hare-wallaby;589;Lagorchestes hirsutus;2018-12-01
17845;Rufous hare-wallaby;727;Lagorchestes hirsutus;2019-01-01
17846;Rufous hare-wallaby;579;Lagorchestes hirsutus;2019-02-01
17847;Rufous hare-wallaby;855;Lagorchestes hirsutus;2019-03-01
17848;Rufous hare-wallaby;1344;Lagorchestes hirsutus;2019-04-01
17849;Rufous hare-wallaby;697;Lagorchestes hirsutus;2019-05-01
17850;Rufous hare-wallaby;580;Lagorchestes hirsutus;2019-06-01
17851;Rufous hare-wallaby;825;Lagorchestes hirsutus;2019-07-01
17852;Rufous hare-wallaby;789;Lagorchestes hirsutus;2019-08-01
17853;Rufous hare-wallaby;644;Lagorchestes hirsutus;2019-09-01
17854;Rufous hare-wallaby;844;Lagorchestes hirsutus;2019-10-01
17855;Rufous hare-wallaby;684;Lagorchestes hirsutus;2019-11-01
17856;Rufous hare-wallaby;600;Lagorchestes hirsutus;2019-12-01
17857;Rufous hare-wallaby;868;Lagorchestes hirsutus;2020-01-01
17858;Rufous hare-wallaby;644;Lagorchestes hirsutus;2020-02-01
17859;Rufous hare-wallaby;669;Lagorchestes hirsutus;2020-03-01
17860;Rufous hare-wallaby;723;Lagorchestes hirsutus;2020-04-01
17861;Rufous hare-wallaby;922;Lagorchestes hirsutus;2020-05-01
17862;Rufous hare-wallaby;868;Lagorchestes hirsutus;2020-06-01
17863;Rufous hare-wallaby;565;Lagorchestes hirsutus;2020-07-01
17864;Rufous hare-wallaby;1416;Lagorchestes hirsutus;2020-08-01
17865;Rufous hare-wallaby;641;Lagorchestes hirsutus;2020-09-01
17866;Rufous hare-wallaby;587;Lagorchestes hirsutus;2020-10-01
17867;Rufous hare-wallaby;615;Lagorchestes hirsutus;2020-11-01
17868;Rufous hare-wallaby;484;Lagorchestes hirsutus;2020-12-01
17869;Resplendent quetzal;5743;Pharomachrus mocinno;2015-07-01
