gl_hits;scientific_name;Charisma;Kingdom;Class;Order;Family;Genus;Species;Listing;NativeDistributionFullNames;Extinct_Distribution
77300;Leopardus tigrinus;0;Animalia;Mammalia;Carnivora;Felidae;Leopardus;tigrinus;I;Argentina,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,French Guiana [FR],Guyana,Panama,Peru,Suriname,Venezuela (Bolivarian Republic of);
76800;Hylobates moloch;0;Animalia;Mammalia;Primates;Hylobatidae;Hylobates;moloch;I;Indonesia;
76400;Oryx leucoryx;0;Animalia;Mammalia;Artiodactyla;Bovidae;Oryx;leucoryx;I;;Egypt,Iraq,Israel,Jordan,Kuwait,Oman,Saudi Arabia,Syrian Arab Republic,United Arab Emirates,Yemen
76200;Leontopithecus rosalia;0;Animalia;Mammalia;Primates;Cebidae;Leontopithecus;rosalia;I;Brazil;
74400;Probosciger aterrimus;0;Animalia;Aves;Psittaciformes;Cacatuidae;Probosciger;aterrimus;I;Australia,Indonesia,Papua New Guinea;
74300;Balaenoptera edeni;0;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;edeni;I;Angola,Argentina,Australia,Bangladesh,Brazil,Brunei Darussalam,Cabo Verde,Chile,China,Colombia,Costa Rica,Djibouti,Ecuador,Egypt,El Salvador,Fiji,French Polynesia,Gabon,Grenada,Honduras,India,Indonesia,Iraq,Japan,Kenya,Madagascar,Malaysia,Maldives,Mauritania,Mexico,Mozambique,Myanmar,Namibia,Netherlands Antilles,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Saudi Arabia,Senegal,Seychelles,Solomon Islands,Somalia,South Africa,Sri Lanka,Taiwan, Province of China,Thailand,United Republic of Tanzania,United States of America,Venezuela (Bolivarian Republic of),Yemen;
74100;Speothos venaticus;0;Animalia;Mammalia;Carnivora;Canidae;Speothos;venaticus;I;Argentina,Bolivia (Plurinational State of),Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Panama,Paraguay,Peru,Suriname,Venezuela (Bolivarian Republic of);
73400;Addax nasomaculatus;0;Animalia;Mammalia;Artiodactyla;Bovidae;Addax;nasomaculatus;I;Chad,Mali,Mauritania,Niger,Sudan;Algeria,Egypt,Libya,Morocco,Tunisia,Western Sahara
73100;Macaca silenus;0;Animalia;Mammalia;Primates;Cercopithecidae;Macaca;silenus;I;India;
73100;Gymnogyps californianus;0;Animalia;Aves;Falconiformes;Cathartidae;Gymnogyps;californianus;I;;Mexico
72600;Herpailurus yagouaroundi;0;Animalia;Mammalia;Carnivora;Felidae;Herpailurus;yagouaroundi;I/II;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,El Salvador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,United States of America,Venezuela (Bolivarian Republic of);Uruguay
72600;Herpailurus yagouaroundi;0;Animalia;Mammalia;Carnivora;Felidae;Herpailurus;yagouaroundi;I/II;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,El Salvador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,United States of America,Venezuela (Bolivarian Republic of);Uruguay
71600;Melanosuchus niger;0;Animalia;Reptilia;Crocodylia;Alligatoridae;Melanosuchus;niger;I/II;Bolivia (Plurinational State of),Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Peru;
71100;Astrochelys radiata;0;Animalia;Reptilia;Testudines;Testudinidae;Astrochelys;radiata;I;Madagascar;
71000;Orcaella brevirostris;0;Animalia;Mammalia;Cetacea;Delphinidae;Orcaella;brevirostris;I;Australia,Bangladesh,Brunei Darussalam,Cambodia,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Papua New Guinea,Philippines,Singapore,Thailand,Viet Nam;
70900;Mandrillus leucophaeus;0;Animalia;Mammalia;Primates;Cercopithecidae;Mandrillus;leucophaeus;I;Cameroon,Equatorial Guinea,Nigeria;
70200;Cacatua sulphurea;0;Animalia;Aves;Psittaciformes;Cacatuidae;Cacatua;sulphurea;I;Indonesia,Timor-Leste;
70100;Ovis gmelini;0;Animalia;Mammalia;Artiodactyla;Bovidae;Ovis;gmelini;I;Cyprus;
68300;Sotalia guianensis;0;Animalia;Mammalia;Cetacea;Delphinidae;Sotalia;guianensis;I;Brazil,Colombia,Costa Rica,French Guiana [FR],Guyana,Nicaragua,Panama,Suriname,Trinidad and Tobago,Venezuela (Bolivarian Republic of);
68100;Sphenodon punctatus;0;Animalia;Reptilia;Rhynchocephalia;Sphenodontidae;Sphenodon;punctatus;I;New Zealand;
66400;Ceratotherium simum simum;0;Animalia;Mammalia;Perissodactyla;Rhinocerotidae;Ceratotherium;simum;I/II;South Africa;Angola,Eswatini
66200;Ciconia boyciana;0;Animalia;Aves;Ciconiiformes;Ciconiidae;Ciconia;boyciana;I;Bangladesh,China,Democratic People's Republic of Korea,Hong Kong, SAR,India,Japan,Mongolia,Republic of Korea,Russian Federation,Taiwan, Province of China;
66100;Fitzroya cupressoides;0;Plantae;;Pinales;Cupressaceae;Fitzroya;cupressoides;I;Argentina,Chile;
64700;Nycticebus coucang;0;Animalia;Mammalia;Primates;Lorisidae;Nycticebus;coucang;I;Brunei Darussalam,Indonesia,Malaysia,Philippines,Singapore,Thailand;
63100;Blastocerus dichotomus;0;Animalia;Mammalia;Artiodactyla;Cervidae;Blastocerus;dichotomus;I;Argentina,Bolivia (Plurinational State of),Brazil,Paraguay,Peru;Uruguay
63000;Symphalangus syndactylus;0;Animalia;Mammalia;Primates;Hylobatidae;Symphalangus;syndactylus;I;Indonesia,Malaysia,Thailand;
62000;Cacatua moluccensis;0;Animalia;Aves;Psittaciformes;Cacatuidae;Cacatua;moluccensis;I;Indonesia;
61800;Felis nigripes;0;Animalia;Mammalia;Carnivora;Felidae;Felis;nigripes;I;Botswana,Namibia,South Africa,Zimbabwe;
61700;Vipera ursinii;0;Animalia;Reptilia;Serpentes;Viperidae;Vipera;ursinii;I;Albania,Armenia,Austria,Azerbaijan,Bosnia and Herzegovina,China,Croatia,France,Georgia,Greece,Hungary,Iran (Islamic Republic of),Italy,Kazakhstan,Kyrgyzstan,Montenegro,North Macedonia,Republic of Moldova,Romania,Russian Federation,Serbia,Slovakia,Slovenia,Turkey,Ukraine,Uzbekistan;Bulgaria
61100;Pezoporus wallicus;0;Animalia;Aves;Psittaciformes;Psittacidae;Pezoporus;wallicus;I;Australia;
61000;Propithecus verreauxi;0;Animalia;Mammalia;Primates;Indriidae;Propithecus;verreauxi;I;Madagascar;
60800;Eulemur fulvus;0;Animalia;Mammalia;Primates;Lemuridae;Eulemur;fulvus;I;Madagascar,Mayotte;
60800;Cyclura cornuta;0;Animalia;Reptilia;Sauria;Iguanidae;Cyclura;cornuta;I;Dominican Republic,Haiti,United States Minor Outlying Islands;
60700;Andrias davidianus;0;Animalia;Amphibia;Caudata;Cryptobranchidae;Andrias;davidianus;I;China;
60300;Natator depressus;0;Animalia;Reptilia;Testudines;Cheloniidae;Natator;depressus;I;Australia,Indonesia,Papua New Guinea;
59800;Dalbergia nigra;0;Plantae;;Fabales;Leguminosae;Dalbergia;nigra;I;Brazil;
59600;Aonyx cinerea;0;Animalia;Mammalia;Carnivora;Mustelidae;Aonyx;cinerea;I;Bangladesh,Brunei Darussalam,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Philippines,Singapore,Taiwan, Province of China,Thailand,Viet Nam;
59400;Ozotoceros bezoarticus;0;Animalia;Mammalia;Artiodactyla;Cervidae;Ozotoceros;bezoarticus;I;Argentina,Bolivia (Plurinational State of),Brazil,Paraguay,Uruguay;
58700;Alouatta pigra;0;Animalia;Mammalia;Primates;Atelidae;Alouatta;pigra;I;Belize,Guatemala,Mexico;
57900;Tomistoma schlegelii;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Tomistoma;schlegelii;I;Indonesia,Malaysia;Thailand
57700;Chlamydotis undulata;0;Animalia;Aves;Gruiformes;Otididae;Chlamydotis;undulata;I;Afghanistan,Algeria,Armenia,Azerbaijan,Bahrain,China,Egypt,India,Iran (Islamic Republic of),Iraq,Israel,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Libya,Mauritania,Mongolia,Morocco,Oman,Pakistan,Portugal,Russian Federation,Saudi Arabia,Spain,Switzerland,Syrian Arab Republic,Tajikistan,Tunisia,Turkmenistan,United Arab Emirates,Uzbekistan,Western Sahara,Yemen;
57700;Geochelone elegans;0;Animalia;Reptilia;Testudines;Testudinidae;Geochelone;elegans;I;India,Pakistan,Sri Lanka;
57200;Varanus bengalensis;0;Animalia;Reptilia;Sauria;Varanidae;Varanus;bengalensis;I;Afghanistan,Bangladesh,China,India,Iran (Islamic Republic of),Myanmar,Nepal,Pakistan,Sri Lanka,Thailand;
56800;Manis pentadactyla;0;Animalia;Mammalia;Pholidota;Manidae;Manis;pentadactyla;I;Bangladesh,Bhutan,Cambodia,China,Hong Kong, SAR,India,Lao People's Democratic Republic,Myanmar,Nepal,Taiwan, Province of China,Thailand,Viet Nam;
56300;Priodontes maximus;0;Animalia;Mammalia;Cingulata;Dasypodidae;Priodontes;maximus;I;Argentina,Bolivia (Plurinational State of),Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Paraguay,Peru,Suriname,Venezuela (Bolivarian Republic of);
55700;Cyanopsitta spixii;0;Animalia;Aves;Psittaciformes;Psittacidae;Cyanopsitta;spixii;I;Brazil;
55400;Leopardus geoffroyi;0;Animalia;Mammalia;Carnivora;Felidae;Leopardus;geoffroyi;I;Argentina,Bolivia (Plurinational State of),Brazil,Chile,Paraguay,Uruguay;
55200;Crocodylus moreletii;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;moreletii;I/II;Belize,Guatemala,Mexico;
54500;Branta sandvicensis;0;Animalia;Aves;Anseriformes;Anatidae;Branta;sandvicensis;I;United States of America;
52000;Caloenas nicobarica;0;Animalia;Aves;Columbiformes;Columbidae;Caloenas;nicobarica;I;Cambodia,India,Indonesia,Malaysia,Myanmar,Palau,Papua New Guinea,Philippines,Solomon Islands,Thailand,Viet Nam;
51800;Numenius tenuirostris;0;Animalia;Aves;Charadriiformes;Scolopacidae;Numenius;tenuirostris;I;Albania,Algeria,Austria,Azerbaijan,Belgium,Bosnia and Herzegovina,Bulgaria,Canada,Croatia,Cyprus,Czech Republic,Egypt,France,Georgia,Germany,Greece,Hungary,Iran (Islamic Republic of),Iraq,Israel,Italy,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Latvia,Libya,Malta,Montenegro,Morocco,Netherlands,Oman,Poland,Portugal,Romania,Russian Federation,Serbia,Slovakia,Slovenia,Spain,Switzerland,Tunisia,Turkey,Turkmenistan,Ukraine,Uzbekistan,Yemen;
51200;Osteolaemus tetraspis;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Osteolaemus;tetraspis;I;Angola,Benin,Burkina Faso,Cameroon,Central African Republic,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,Liberia,Nigeria,Senegal,Sierra Leone,Togo,Uganda;
51100;Propithecus coquereli;0;Animalia;Mammalia;Primates;Indriidae;Propithecus;coquereli;I;Madagascar;
50800;Neophocaena phocaenoides;0;Animalia;Mammalia;Cetacea;Phocoenidae;Neophocaena;phocaenoides;I;Bahrain,Bangladesh,Brunei Darussalam,Cambodia,China,Democratic People's Republic of Korea,Hong Kong, SAR,India,Indonesia,Iran (Islamic Republic of),Iraq,Kuwait,Malaysia,Myanmar,Pakistan,Qatar,Saudi Arabia,Singapore,Sri Lanka,Taiwan, Province of China,Thailand,United Arab Emirates,Viet Nam;
50500;Platanista gangetica;0;Animalia;Mammalia;Cetacea;Platanistidae;Platanista;gangetica;I;Bangladesh,India,Nepal;
50400;Callimico goeldii;0;Animalia;Mammalia;Primates;Cebidae;Callimico;goeldii;I;Bolivia (Plurinational State of),Brazil,Colombia,Peru;
49500;Amazona auropalliata;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;auropalliata;I;Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua;
49400;Macrotis lagotis;0;Animalia;Mammalia;Peramelemorphia;Thylacomyidae;Macrotis;lagotis;I;Australia;
49000;Pygathrix nemaeus;0;Animalia;Mammalia;Primates;Cercopithecidae;Pygathrix;nemaeus;I;Lao People's Democratic Republic,Viet Nam;
48900;Trichechus inunguis;0;Animalia;Mammalia;Sirenia;Trichechidae;Trichechus;inunguis;I;Brazil,Colombia,Ecuador,Guyana,Peru,Venezuela (Bolivarian Republic of);
48300;Sotalia fluviatilis;0;Animalia;Mammalia;Cetacea;Delphinidae;Sotalia;fluviatilis;I;Brazil,Colombia,Ecuador,Peru;
47000;Cercopithecus diana;0;Animalia;Mammalia;Primates;Cercopithecidae;Cercopithecus;diana;I;Côte d'Ivoire,Guinea,Liberia,Sierra Leone;
46800;Lophophorus impejanus;0;Animalia;Aves;Galliformes;Phasianidae;Lophophorus;impejanus;I;Afghanistan,Bhutan,China,India,Myanmar,Nepal,Pakistan;
46500;Crocodylus intermedius;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;intermedius;I;Colombia,Venezuela (Bolivarian Republic of);
46400;Rhinopithecus bieti;0;Animalia;Mammalia;Primates;Cercopithecidae;Rhinopithecus;bieti;I;China;
46300;Varanus griseus;0;Animalia;Reptilia;Sauria;Varanidae;Varanus;griseus;I;Algeria,Burkina Faso,Cameroon,Egypt,India,Iraq,Israel,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Lebanon,Libya,Mali,Mauritania,Morocco,Niger,Oman,Pakistan,Qatar,Saudi Arabia,Sudan,Syrian Arab Republic,Tajikistan,Tunisia,Turkey,Turkmenistan,United Arab Emirates,Uzbekistan,Western Sahara,Yemen;
46000;Prionailurus rubiginosus;0;Animalia;Mammalia;Carnivora;Felidae;Prionailurus;rubiginosus;I/II;India,Nepal,Sri Lanka;
44800;Ara ambiguus;0;Animalia;Aves;Psittaciformes;Psittacidae;Ara;ambiguus;I;Colombia,Costa Rica,Ecuador,Honduras,Nicaragua,Panama;
44500;Pardofelis marmorata;0;Animalia;Mammalia;Carnivora;Felidae;Pardofelis;marmorata;I;Brunei Darussalam,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Thailand,Viet Nam;
44300;Acipenser brevirostrum;0;Animalia;Actinopteri;Acipenseriformes;Acipenseridae;Acipenser;brevirostrum;I;Canada,United States of America;
43900;Amazona oratrix;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;oratrix;I;Belize,Guatemala,Honduras,Mexico;
43100;Lutrogale perspicillata;0;Animalia;Mammalia;Carnivora;Mustelidae;Lutrogale;perspicillata;I;Afghanistan,Bangladesh,Bhutan,Brunei Darussalam,Cambodia,China,India,Indonesia,Iraq,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Pakistan,Singapore,Thailand,Viet Nam;
42600;Andrias japonicus;0;Animalia;Amphibia;Caudata;Cryptobranchidae;Andrias;japonicus;I;Japan;
42200;Crocodylus rhombifer;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;rhombifer;I;Cuba;
42000;Pygathrix cinerea;0;Animalia;Mammalia;Primates;Cercopithecidae;Pygathrix;cinerea;I;Cambodia,Viet Nam;
41900;Paphiopedilum insigne;0;Plantae;;Orchidales;Orchidaceae;Paphiopedilum;insigne;I;China,India,Nepal,Thailand;
41600;Platysternon megacephalum;0;Animalia;Reptilia;Testudines;Platysternidae;Platysternon;megacephalum;I;Cambodia,China,Hong Kong, SAR,Lao People's Democratic Republic,Myanmar,Thailand,Viet Nam;
41600;Tapirus pinchaque;0;Animalia;Mammalia;Perissodactyla;Tapiridae;Tapirus;pinchaque;I;Colombia,Ecuador,Peru,Venezuela (Bolivarian Republic of);
41600;Shinisaurus crocodilurus;0;Animalia;Reptilia;Sauria;Xenosauridae;Shinisaurus;crocodilurus;I;China,Viet Nam;
40900;Crocodylus mindorensis;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;mindorensis;I;Philippines;
40600;Pseudoryx nghetinhensis;0;Animalia;Mammalia;Artiodactyla;Bovidae;Pseudoryx;nghetinhensis;I;Lao People's Democratic Republic,Viet Nam;
40300;Varecia rubra;0;Animalia;Mammalia;Primates;Lemuridae;Varecia;rubra;I;Madagascar;
40200;Balaenoptera bonaerensis;0;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;bonaerensis;I;Angola,Antarctica,Argentina,Australia,Brazil,Chile,Falkland Islands (Malvinas),Fiji,Mozambique,Namibia,New Caledonia,New Zealand,Peru,South Africa,Suriname;
39900;Pantholops hodgsonii;0;Animalia;Mammalia;Artiodactyla;Bovidae;Pantholops;hodgsonii;I;China,India,Nepal;
39900;Simias concolor;0;Animalia;Mammalia;Primates;Cercopithecidae;Simias;concolor;I;Indonesia;
39900;Pristis pectinata;0;Animalia;Elasmobranchii;Pristiformes;Pristidae;Pristis;pectinata;I;Argentina,Aruba,Bahamas,Bangladesh,Belize,Bermuda (United Kingdom),Brazil,Cameroon,Costa Rica,Cuba,Honduras,India,Kenya,Lebanon,Madagascar,Mauritius,Mexico,Morocco,Mozambique,Myanmar,Namibia,Netherlands Antilles,Oman,Pakistan,Peru,Sao Tome and Principe,Sierra Leone,Somalia,South Africa,Sri Lanka,Syrian Arab Republic,Thailand,United Republic of Tanzania,United States of America,Western Sahara;Réunion
39900;Catopuma temminckii;0;Animalia;Mammalia;Carnivora;Felidae;Catopuma;temminckii;I;Bangladesh,Bhutan,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Thailand,Viet Nam;
39800;Batagur baska;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;baska;I;Bangladesh,Cambodia,India,Indonesia,Malaysia,Myanmar;Thailand,Viet Nam
39800;Hyperoodon ampullatus;0;Animalia;Mammalia;Cetacea;Ziphiidae;Hyperoodon;ampullatus;I;Belgium,Canada,Denmark,Faroe Islands,France,Germany,Greenland,Iceland,Ireland,Netherlands,Norway,Portugal,Svalbard and Jan Mayen Islands,Sweden,United Kingdom of Great Britain and Northern Ireland,United States of America;
39800;Lontra felina;0;Animalia;Mammalia;Carnivora;Mustelidae;Lontra;felina;I;Argentina,Chile,Peru;
39700;Lygodactylus williamsi;0;Animalia;Reptilia;Sauria;Gekkonidae;Lygodactylus;williamsi;I;United Republic of Tanzania;
39600;Bubalus depressicornis;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bubalus;depressicornis;I;Indonesia;
39500;Grus nigricollis;0;Animalia;Aves;Gruiformes;Gruidae;Grus;nigricollis;I;Bhutan,China,India,Myanmar,Nepal,Viet Nam;
39200;Hippocamelus bisulcus;0;Animalia;Mammalia;Artiodactyla;Cervidae;Hippocamelus;bisulcus;I;Argentina,Chile;
39200;Eulemur macaco;0;Animalia;Mammalia;Primates;Lemuridae;Eulemur;macaco;I;Madagascar;
39000;Pangasianodon gigas;0;Animalia;Actinopteri;Siluriformes;Pangasiidae;Pangasianodon;gigas;I;Cambodia,Lao People's Democratic Republic,Thailand,Viet Nam;
38800;Monachus schauinslandi;0;Animalia;Mammalia;Carnivora;Phocidae;Monachus;schauinslandi;I;United States of America;
38700;Enhydra lutris nereis;0;Animalia;Mammalia;Carnivora;Mustelidae;Enhydra;lutris;I;Canada,Mexico,United States of America;
38600;Romerolagus diazi;0;Animalia;Mammalia;Lagomorpha;Leporidae;Romerolagus;diazi;I;Mexico;
38600;Chlamydotis macqueenii;0;Animalia;Aves;Gruiformes;Otididae;Chlamydotis;macqueenii;I;Afghanistan,Azerbaijan,Bahrain,Belgium,China,Cyprus,Czech Republic,Denmark,Egypt,Finland,France,Germany,Greece,India,Iran (Islamic Republic of),Iraq,Israel,Italy,Jordan,Kazakhstan,Kyrgyzstan,Latvia,Lebanon,Mongolia,Netherlands,Oman,Pakistan,Poland,Qatar,Romania,Russian Federation,Saudi Arabia,Slovakia,Slovenia,Sudan,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Turkmenistan,Ukraine,United Arab Emirates,Uzbekistan,Yemen;Armenia,Kuwait
38400;Grus leucogeranus;0;Animalia;Aves;Gruiformes;Gruidae;Grus;leucogeranus;I;Azerbaijan,China,India,Iran (Islamic Republic of),Kazakhstan,Mongolia,Pakistan,Russian Federation,Uzbekistan;
37900;Macrocephalon maleo;0;Animalia;Aves;Galliformes;Megapodiidae;Macrocephalon;maleo;I;Indonesia;
37800;Ara rubrogenys;0;Animalia;Aves;Psittaciformes;Psittacidae;Ara;rubrogenys;I;Bolivia (Plurinational State of);
37700;Babyrousa babyrussa;0;Animalia;Mammalia;Artiodactyla;Suidae;Babyrousa;babyrussa;I;Indonesia;
37600;Neofelis diardi;0;Animalia;Mammalia;Carnivora;Felidae;Neofelis;diardi;I;Brunei Darussalam,Indonesia,Malaysia,Singapore;
37600;Cyanoramphus novaezelandiae;0;Animalia;Aves;Psittaciformes;Psittacidae;Cyanoramphus;novaezelandiae;I;Australia,New Zealand;
37100;Grus vipio;0;Animalia;Aves;Gruiformes;Gruidae;Grus;vipio;I;China,Democratic People's Republic of Korea,Japan,Kazakhstan,Mongolia,Republic of Korea,Russian Federation,Taiwan, Province of China;
37000;Oreophasis derbianus;0;Animalia;Aves;Galliformes;Cracidae;Oreophasis;derbianus;I;Guatemala,Mexico;
36900;Saimiri oerstedii;0;Animalia;Mammalia;Primates;Cebidae;Saimiri;oerstedii;I;Costa Rica,Panama;
36900;Hylobates agilis;0;Animalia;Mammalia;Primates;Hylobatidae;Hylobates;agilis;I;Indonesia,Malaysia,Thailand;
36900;Caperea marginata;0;Animalia;Mammalia;Cetacea;Neobalaenidae;Caperea;marginata;I;Argentina,Australia,Chile,Falkland Islands (Malvinas),French Southern and Antarctic Territories,Namibia,New Zealand,South Africa;
36800;Grus monacha;0;Animalia;Aves;Gruiformes;Gruidae;Grus;monacha;I;China,Democratic People's Republic of Korea,India,Japan,Kazakhstan,Mongolia,Republic of Korea,Russian Federation,Taiwan, Province of China;
36800;Strigops habroptila;0;Animalia;Aves;Psittaciformes;Psittacidae;Strigops;habroptila;I;New Zealand;
36800;Amazona vittata;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;vittata;I;Puerto Rico;
36400;Cyclura nubila;0;Animalia;Reptilia;Sauria;Iguanidae;Cyclura;nubila;I;Cayman Islands (United Kingdom),Cuba;
35700;Testudo kleinmanni;0;Animalia;Reptilia;Testudines;Testudinidae;Testudo;kleinmanni;I;Egypt,Israel,Libya;State of Palestine
35500;Amazona leucocephala;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;leucocephala;I;Bahamas,Cayman Islands (United Kingdom),Cuba;
35500;Anas laysanensis;0;Animalia;Aves;Anseriformes;Anatidae;Anas;laysanensis;I;United States of America;
35400;Sanzinia madagascariensis;0;Animalia;Reptilia;Serpentes;Boidae;Sanzinia;madagascariensis;I;Madagascar;
35400;Abies guatemalensis;0;Plantae;;Pinales;Pinaceae;Abies;guatemalensis;I;El Salvador,Guatemala,Honduras,Mexico;
35200;Trichechus senegalensis;0;Animalia;Mammalia;Sirenia;Trichechidae;Trichechus;senegalensis;I;Angola,Benin,Cameroon,Chad,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Gambia,Ghana,Guinea,Liberia,Mali,Mauritania,Niger,Nigeria,Senegal,Sierra Leone,Togo;
34200;Neophocaena asiaeorientalis;0;Animalia;Mammalia;Cetacea;Phocoenidae;Neophocaena;asiaeorientalis;I;China,Democratic People's Republic of Korea,Japan,Republic of Korea,Taiwan, Province of China;
33700;Totoaba macdonaldi;0;Animalia;Actinopteri;Perciformes;Sciaenidae;Totoaba;macdonaldi;I;Mexico;
33700;Pristis pristis;0;Animalia;Elasmobranchii;Pristiformes;Pristidae;Pristis;pristis;I;Australia,Bangladesh,Belize,Brazil,Cabo Verde,Colombia,Costa Rica,El Salvador,French Guiana [FR],Gibraltar (United Kingdom),Greece,Guinea Bissau,Guyana,Honduras,India,Indonesia,Italy,Kenya,Madagascar,Mali,Mauritania,Morocco,Mozambique,Nicaragua,Oman,Pakistan,Panama,Papua New Guinea,Philippines,Portugal,Sao Tome and Principe,Sierra Leone,Somalia,Suriname,Syrian Arab Republic,Togo,United Republic of Tanzania,United States of America,Viet Nam,Western Sahara;
33600;Brachyteles arachnoides;0;Animalia;Mammalia;Primates;Atelidae;Brachyteles;arachnoides;I;Brazil;
33500;Rhinoplax vigil;0;Animalia;Aves;Coraciiformes;Bucerotidae;Rhinoplax;vigil;I;Brunei Darussalam,Indonesia,Malaysia,Myanmar,Thailand;Singapore
33400;Prolemur simus;0;Animalia;Mammalia;Primates;Lemuridae;Prolemur;simus;I;Madagascar;
32900;Catagonus wagneri;0;Animalia;Mammalia;Artiodactyla;Tayassuidae;Catagonus;wagneri;I;Argentina,Bolivia (Plurinational State of),Paraguay;
32700;Aceros nipalensis;0;Animalia;Aves;Coraciiformes;Bucerotidae;Aceros;nipalensis;I;Bhutan,China,India,Lao People's Democratic Republic,Myanmar,Nepal,Thailand,Viet Nam;Bangladesh
32700;Berardius bairdii;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;bairdii;I;Canada,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
32000;Ornithoptera alexandrae;0;Animalia;Insecta;Lepidoptera;Papilionidae;Ornithoptera;alexandrae;I;Papua New Guinea;
31700;Pudu puda;0;Animalia;Mammalia;Artiodactyla;Cervidae;Pudu;puda;I;Argentina,Chile;
31600;Ara glaucogularis;0;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;I;Bolivia (Plurinational State of);
31500;Rucervus eldii;0;Animalia;Mammalia;Artiodactyla;Cervidae;Rucervus;eldii;I;Cambodia,China,India,Lao People's Democratic Republic,Myanmar;
31400;Malacochersus tornieri;0;Animalia;Reptilia;Testudines;Testudinidae;Malacochersus;tornieri;I;Kenya,United Republic of Tanzania,Zambia;
31300;Cyclura lewisi;0;Animalia;Reptilia;Sauria;Iguanidae;Cyclura;lewisi;I;Cayman Islands (United Kingdom);
31200;Acerodon jubatus;0;Animalia;Mammalia;Chiroptera;Pteropodidae;Acerodon;jubatus;I;Philippines;
30900;Numenius borealis;0;Animalia;Aves;Charadriiformes;Scolopacidae;Numenius;borealis;I;Canada,United States of America;
30800;Manis crassicaudata;0;Animalia;Mammalia;Pholidota;Manidae;Manis;crassicaudata;I;Bangladesh,China,India,Nepal,Pakistan,Sri Lanka;
30600;Tringa guttifer;0;Animalia;Aves;Charadriiformes;Scolopacidae;Tringa;guttifer;I;Bangladesh,Cambodia,China,Democratic People's Republic of Korea,Guam,Hong Kong, SAR,India,Indonesia,Japan,Malaysia,Myanmar,Philippines,Republic of Korea,Russian Federation,Singapore,Taiwan, Province of China,Thailand,Viet Nam;
30400;Propithecus diadema;0;Animalia;Mammalia;Primates;Indriidae;Propithecus;diadema;I;Madagascar;
30300;Falco pelegrinoides;0;Animalia;Aves;Falconiformes;Falconidae;Falco;pelegrinoides;I;Afghanistan,Algeria,Burkina Faso,Cameroon,China,Djibouti,Egypt,Eritrea,Ethiopia,Greece,India,Iran (Islamic Republic of),Iraq,Israel,Italy,Jordan,Kazakhstan,Kenya,Kyrgyzstan,Libya,Mali,Malta,Morocco,Nepal,Niger,Nigeria,Oman,Pakistan,Portugal,Saudi Arabia,Senegal,Somalia,Spain,Sudan,Syrian Arab Republic,Tajikistan,Tunisia,Turkey,Turkmenistan,Uzbekistan,Yemen;
